names,scores,logfoldchanges,pvals,pvals_adj
COL19A1,41.551464,2.933807,0.0,0.0
IGHM,41.223106,3.2866254,0.0,0.0
FCRL1,40.38753,2.539649,0.0,0.0
YBX3,40.149597,3.0455163,0.0,0.0
LINC00926,40.064945,2.4352252,0.0,0.0
IGHD,39.53271,2.7502625,0.0,0.0
HSPA4,38.1499,1.6124694,0.0,0.0
FCER2,37.651707,2.3487656,3.06773682540526e-310,1.4804130985199426e-306
TCL1A,37.632545,2.7549548,6.31441436384986e-310,2.7086031214531967e-306
SNX2,37.224747,1.8929293,2.715145536076314e-303,1.0482090856576218e-299
