names,scores,logfoldchanges,pvals,pvals_adj
IGHD,47.084415,2.9858024,0.0,0.0
LAPTM5,45.12192,1.4664747,0.0,0.0
YBX3,44.874832,3.0577443,0.0,0.0
LY9,44.105698,2.5676904,0.0,0.0
AFF3,43.152954,2.4110339,0.0,0.0
IGHM,42.992245,3.086052,0.0,0.0
EIF2AK3,41.66618,2.1674457,0.0,0.0
FCER2,41.183647,2.3010683,0.0,0.0
COL19A1,41.08713,2.4970496,0.0,0.0
FCRL1,40.811424,2.238912,0.0,0.0
