group,names,scores,logfoldchanges,pvals,pvals_adj
3,CD3D,28.809792,1.9227481,1.6172953464717753e-182,9.319000618789457e-180
3,PPP1R15B,28.781046,1.3227907,3.704275719869407e-182,2.1030480653129167e-179
3,LEPROTL1,28.612164,1.757325,4.74238100695781e-180,2.578652974008637e-177
3,LEF1,28.554935,2.0211263,2.4393797168777837e-179,1.3079818520803294e-176
3,CD96,28.469873,2.0570364,2.7661055545459897e-178,1.4430847437676009e-175
3,NR4A1,28.428879,1.3379089,8.892080732801379e-178,4.5169430101385525e-175
3,HSPA1A,28.324333,2.165147,1.7337749235217603e-176,8.581296756087318e-174
3,FYN,28.030437,1.8145932,6.918145589032402e-173,3.2178545615684932e-170
3,SOD1,28.023079,1.1865689,8.505110285239364e-173,3.9089081865708435e-170
3,PTMA,28.00675,0.619086,1.3446239817886467e-172,6.1071239342273524e-170
3,FAM177A1,27.984219,1.6003419,2.5286565572429e-172,1.135131570336272e-169
3,LBH,27.885458,1.3566053,4.00474756645945e-171,1.75690096080379e-168
3,HSP90AB1,27.76555,1.1186917,1.1310016746455091e-169,4.8514945168182804e-167
3,CD2,27.727346,1.9745573,3.269058451557888e-169,1.386871105283998e-166
3,PPP2R5C,27.555214,1.2015615,3.832470453461414e-167,1.574003769429057e-164
3,TRAT1,27.32965,2.2269702,1.8849979911057894e-164,7.277223244463011e-162
3,H2AX,27.328089,1.5348146,1.9673460182701846e-164,7.519936671419678e-162
3,BICDL1,27.267515,2.1402626,1.0303042852905575e-163,3.899600709600712e-161
3,AAK1,27.264801,1.7244306,1.1095346842700913e-163,4.158708351546713e-161
3,MYADM,26.985607,1.7009397,2.180724757380374e-160,7.72376697095658e-158
3,TRAC,26.896378,1.8043762,2.4213441014670645e-159,8.421478412724098e-157
3,PRKCH,26.630655,1.7583748,2.998556195719919e-156,1.0154584253680983e-153
3,NDFIP1,26.300941,1.6671121,1.8707669174375344e-152,6.120578611406225e-150
3,TPT1,26.291912,0.53610694,2.372930383006296e-152,7.698264736667316e-150
3,OXNAD1,26.215933,1.6710548,1.749206154383767e-151,5.535233835749156e-149
3,YPEL5,26.214634,1.1507292,1.809940762111176e-151,5.680859598541794e-149
3,TSC22D3,26.193586,1.018818,3.144300845303862e-151,9.789425680145234e-149
3,H1-10,26.177092,1.6296728,4.8460714753944594e-151,1.496699483032628e-148
3,PITPNC1,26.147457,1.6523876,1.0533824788284591e-150,3.227530474416785e-148
3,CCNH,26.096056,1.3411146,4.0417377096335275e-150,1.2286246143158422e-147
3,SLC2A3,25.834913,1.1706368,3.5953021060835807e-147,1.0676941008266363e-144
3,SARAF,25.770588,0.87749845,1.895152888585662e-146,5.585058963109776e-144
3,ANK3,25.723158,1.7675439,6.43858816591859e-146,1.8689333438605497e-143
3,CHD2,25.669746,0.95341176,2.545395293180941e-145,7.279076347299511e-143
3,CD6,25.435602,1.6572261,1.0188481048060204e-142,2.8710693382584833e-140
3,HCP5,25.398489,1.4612681,2.6206474473835898e-142,7.331356185050063e-140
3,ZSWIM6,25.348042,1.0686836,9.44442564589037e-142,2.6043678320374543e-139
3,CNOT6L,25.260817,1.3995916,8.614846959421896e-141,2.358757317130792e-138
3,FUS,25.25372,0.8486204,1.030898178309287e-140,2.802736272662559e-138
3,VIM,25.23937,1.4322681,1.4817978930358979e-140,3.945261341968543e-138
3,PRKCQ-AS1,25.142643,2.0433905,1.7008680467093732e-139,4.49751450762069e-137
3,ARIH1,25.03517,0.9026671,2.532512435584994e-138,6.606092911364478e-136
3,MCL1,25.01819,1.1798517,3.876037413948372e-138,1.004283895321415e-135
3,KCNA3,25.014559,1.9671688,4.2453154376285214e-138,1.0926309852339114e-135
3,THEMIS,24.877422,1.8651626,1.3062341766809005e-136,3.2534501048350223e-134
3,CD28,24.763962,1.8409321,2.1930627670027e-135,5.392699438401671e-133
3,H3-3B,24.615046,0.7460725,8.717906002067196e-134,2.090456392023641e-131
3,JUN,24.581064,1.1375445,2.013859289419627e-133,4.769757774683075e-131
3,EIF4A1,24.572105,0.8350817,2.5107046246745038e-133,5.910259923181945e-131
3,RBMS1,24.47024,1.4552608,3.064934092758413e-132,7.043145570537577e-130
3,DUSP16,24.469702,1.7943364,3.10552241063067e-132,7.094189241704594e-130
3,BRD2,24.435143,1.0339766,7.240347444509723e-132,1.6442403143690727e-129
3,CD247,24.291737,1.6036448,2.396973752127798e-130,5.348992408939062e-128
3,LDHB,24.202232,1.1655009,2.107523688205908e-129,4.6229011083453e-127
3,GIMAP7,24.129284,2.0777323,1.2322040243710423e-128,2.6875970940603648e-126
3,NFKBIA,23.978573,1.0828545,4.653635209812975e-127,9.925869663538106e-125
3,PPP1R10,23.892778,1.234605,3.6407732890428634e-126,7.680638994360042e-124
3,DNAJB6,23.880533,0.89445496,4.880104429718157e-126,1.0239201718135824e-123
3,ITGA6,23.81547,1.9029114,2.3093527351558411e-125,4.793272671689592e-123
3,SLFN5,23.720413,1.624941,2.220361664023072e-124,4.583918844987953e-122
3,DDX3X,23.686806,0.88567406,4.931603882343798e-124,1.007351849109866e-121
4,PDE4D,35.40279,3.0345793,1.5467492387962258e-274,5.971380111296709e-270
4,KYNU,35.372852,3.599613,4.4657872383801173e-274,8.62030910624514e-270
4,MARCKS,31.914145,2.7319126,1.6995565723731706e-223,2.1871027011012875e-219
4,CYRIA,31.488148,2.4980564,1.2621695514468967e-217,1.2181829425789723e-213
4,BLK,30.818281,2.0638065,1.4911509864546023e-208,1.1513474996613276e-204
4,TRIO,30.678064,2.2017648,1.1166038673369288e-206,7.184601483734913e-203
4,RAPGEF1,29.600885,1.8514763,1.4555754541013461e-192,8.02770656871951e-189
4,PLEKHG7,29.422956,3.7153704,2.793349778688135e-190,1.3480007694504268e-186
4,TEX9,29.11781,3.6996715,2.1363995913066902e-186,9.164204735776232e-183
4,HIPK2,28.997137,2.818718,7.14981289507948e-185,2.7602567662743844e-181
4,FNBP1,28.86888,1.168118,2.9364399450801097e-183,1.030583641088752e-179
4,AIM2,28.817978,2.655763,1.2770853527951451e-182,4.108596427500781e-179
4,HLA-DPB1,28.699821,2.124903,3.8348428100620037e-181,1.1388303194250285e-177
4,CD80,27.672495,3.8198998,1.4967076821946323e-168,3.852126451920398e-165
4,SWAP70,27.549328,1.8472675,4.508184304230188e-167,1.0877685203069414e-163
4,BANK1,27.2543,2.4408734,1.477865222137763e-163,3.356144986226499e-160
4,CD82,26.951283,1.9449294,5.510302880985568e-160,1.1818375167962714e-156
4,SEL1L3,26.728447,1.7557209,2.1990131219892925e-157,4.468163188816769e-154
4,OSBPL10,26.71046,1.9809468,3.5582369712144475e-157,6.868464825535248e-154
4,SCIMP,26.633986,2.500088,2.7436391873921016e-156,4.814587930384522e-153
4,ITSN2,26.623148,1.2331522,3.6629765886739776e-156,6.148385834015111e-153
4,EBF1,26.521988,2.0602734,5.406337979020726e-155,8.696545167419757e-152
4,HLA-DRA,25.831099,2.5924609,3.968296205198661e-147,5.892309357611519e-144
4,NEK6,25.480606,2.8422985,3.2342643126480687e-143,4.459357430503263e-140
4,PTPN1,25.440403,1.3190147,9.01546015407158e-143,1.2001753610623702e-139
4,HLA-DPA1,25.228497,1.9376206,1.9504462988291558e-140,2.509964327086613e-137
4,TNFRSF13B,25.224573,2.6536088,2.1536835755949735e-140,2.6821002619167596e-137
4,RPS11,25.134739,0.6096854,2.0753697550442157e-139,2.5038038988511558e-136
4,PARP14,25.076134,1.4982675,9.059219534615562e-139,1.059818876828389e-135
4,ADAM7-AS1,24.733696,1.8222821,4.6437992121553164e-135,5.1222432109848043e-132
4,TOX,24.673286,2.4655924,2.070394402717336e-134,2.2202679530918188e-131
4,HLA-DQB1,24.391134,1.9290234,2.123857564009012e-131,2.1577275030561027e-128
4,BASP1,24.363647,1.6763409,4.1555270348480115e-131,4.1135455565985214e-128
4,SSPN,24.237267,3.914505,9.008171141709579e-130,8.694236377421001e-127
4,CTSH,24.059717,1.7546817,6.60517245948188e-128,6.071411618351368e-125
4,ATP2B1,23.843672,1.2335923,1.1778866788400696e-125,1.0334884800749937e-122
4,COL4A3,23.76978,2.687116,6.86191407040937e-125,5.88691232449387e-122
4,MS4A1,23.694391,2.1166427,4.1191185859325675e-124,3.457015046272015e-121
4,AP1S3,23.600016,2.0727906,3.8526579869106744e-123,3.164589664737734e-120
4,RAB31,23.588884,2.6496942,5.012103081756562e-123,4.0311927411311215e-120
4,TP53INP1,23.523027,1.6921786,2.3712580748573517e-122,1.868261004855978e-119
4,MEF2C,23.50616,1.8568217,3.527959322560072e-122,2.7240079521350826e-119
4,PRDM4,23.415722,1.595688,2.9558418951586603e-121,2.237514356950887e-118
4,CRIP1,23.314281,1.6353904,3.17617726657088e-120,2.3580672991006803e-117
4,UVRAG,23.09997,1.2223427,4.63323436343112e-118,3.3749178459362607e-115
4,RAB11FIP1,23.05828,1.3964261,1.2148130188942331e-117,8.68501322359829e-115
4,LY86,23.032377,1.5297536,2.2093135024484266e-117,1.5507774013731628e-114
4,BTNL9,22.983944,4.1217213,6.747205034783947e-117,4.651474956658376e-114
4,CD40,22.967432,1.5972648,9.867578643594073e-117,6.683293703764786e-114
4,ANKRD33B,22.825953,1.7984782,2.5336297819277693e-115,1.657852734933957e-112
4,ANKRD13A,22.627626,1.369654,2.3174728876149753e-113,1.4911393049877288e-110
4,RPLP1,22.556267,0.567723,1.1655278127584142e-112,7.376453563828088e-110
4,PIKFYVE,22.5464,1.4126439,1.4566085176212308e-112,9.069972327626651e-110
4,WDFY4,22.53035,1.447872,2.092962187379428e-112,1.2825539397773046e-109
4,WEE1,22.435219,2.258001,1.784332991179728e-111,1.0625822260214471e-108
4,CR1,22.4351,1.7884849,1.7890443115420933e-111,1.0625822260214471e-108
4,RPS18,22.391256,0.54219145,4.7890646469089834e-111,2.8013125720995184e-108
4,RPL27A,22.336683,0.5217815,1.6268054147152216e-110,9.373798483656096e-108
4,GRAMD1C,22.255178,3.893881,1.0049272965697723e-109,5.622641045126469e-107
4,HLA-DQA1,21.939245,2.0886633,1.0970888349819398e-106,5.965381910325742e-104
4,DAPP1,21.837152,1.4525595,1.0297652797499149e-105,5.445906628770577e-103
4,LINC01781,21.634768,2.740241,8.457552762519775e-104,4.353497092664512e-101
4,ADAM28,21.58997,1.6572975,2.2315477767954032e-103,1.1335675456705701e-100
4,CYBA,21.541824,0.99455595,6.316916367180889e-103,3.167154198329681e-100
4,TBXAS1,21.474207,3.4989274,2.7131496186768397e-102,1.3428699253671548e-99
4,HLA-DRB1,21.450909,2.16108,4.478174607393856e-102,2.188410239152496e-99
4,PIP4K2A,21.29326,1.0036817,1.3108153395456377e-100,6.24757246895048e-98
4,BCL2A1,21.266726,1.3588442,2.308469359841013e-100,1.0868386354392945e-97
4,ARID5B,21.239712,1.2324717,4.10392604592981e-100,1.9088695051706777e-97
4,CD74,21.038319,2.2460783,2.9257436737039533e-98,1.3288383560825273e-95
4,P2RX5,20.936317,1.470143,2.5005861783957475e-97,1.122530581431933e-94
4,MARCHF1,20.77816,1.5074097,6.822225197224203e-96,2.9593126512813216e-93
4,CPNE5,20.744514,2.6594877,1.3740377829451371e-95,5.894011405375551e-93
4,MT-CO1,20.736845,0.46704054,1.6115690434105317e-95,6.836948845044723e-93
4,RAB3GAP2,20.677685,1.4231757,5.501836248758851e-95,2.308737937169393e-92
4,BMP2K,20.573267,1.353476,4.7646203021935546e-94,1.9568396956008975e-91
4,CYBB,20.442064,1.3458261,7.068570634868122e-93,2.8425962284345702e-90
4,CD37,20.41704,1.0878904,1.180019693589998e-92,4.696478380488192e-90
4,SLC25A6,20.32179,0.79427016,8.251208801316924e-92,3.250471091669807e-89
4,SYNGR2,20.224371,1.2333032,5.974797869308781e-91,2.2837925400250968e-88
4,AHNAK,20.217913,1.3183519,6.810455814989712e-91,2.5776907567989497e-88
4,TNFRSF13C,20.176336,1.2832254,1.5803729596975901e-90,5.923483347775258e-88
4,UQCRH,20.099913,0.9807921,7.392316316446459e-90,2.744113112622423e-87
4,SHISA8,20.09599,3.5252826,8.00032208535718e-90,2.94152794692666e-87
4,UBE2N,20.04903,1.0485444,2.0581955804455568e-89,7.496103639498223e-87
4,GNG7,20.029871,1.2749413,3.0244346117855887e-89,1.0811233576166153e-86
4,CD58,19.976225,1.7049501,8.86827856054133e-89,3.11244329189326e-86
4,RPL13A,19.951233,0.41553748,1.4623907632088096e-88,5.086221423823361e-86
4,CDK14,19.91199,1.3382291,3.2034556329695877e-88,1.104219715771642e-85
4,RPL39,19.904415,0.47304833,3.726105769267548e-88,1.2730091975959552e-85
4,SNX25,19.86308,1.2086545,8.493887604730967e-88,2.876447586563542e-85
4,POU2AF1,19.849539,1.4408482,1.112191338446517e-87,3.701487828626399e-85
4,SPIB,19.843327,1.5193164,1.2584740347543403e-87,4.1525340671560735e-85
4,PRDM2,19.586866,0.8658219,2.001387756455386e-85,6.4387979771430526e-83
4,ARHGAP24,19.5106,1.5508469,8.922941198132203e-85,2.8235989171728835e-82
4,COBLL1,19.491049,1.3672727,1.3077213941236714e-84,4.104544076547842e-82
4,SAMD4A,19.416035,1.5349525,5.6486992269618045e-84,1.7586587286781244e-81
4,RPL8,19.371107,0.486953,1.3531494701434107e-83,4.179175075548521e-81
4,EPS15,19.347075,1.0607153,2.157488172678611e-83,6.558424283026021e-81
4,IGHG1,19.342226,3.606389,2.370228487290602e-83,7.148831326589139e-81
5,TXK,32.482388,3.1134708,1.890793056638411e-231,3.649797837229125e-227
5,GIMAP7,31.815025,3.5641365,4.011963010951463e-222,5.162861466693073e-218
5,BCL11B,31.088175,2.7490516,3.480125211107677e-212,2.68707427800046e-208
5,GIMAP4,30.852652,3.6101584,5.161233025895969e-209,3.3209093699623297e-205
5,FYB1,30.79289,2.7269409,3.262532191371539e-208,1.7993331111441376e-204
5,LEF1,29.715122,2.7441444,4.897300777715391e-194,2.1007243758275598e-190
5,LINC00861,29.338783,3.2395227,3.322243680567977e-189,1.1659867230182482e-185
5,AAK1,29.085686,2.3162136,5.446941441659075e-186,1.6175740099745403e-182
5,CAMK4,28.736897,2.529864,1.3206056244264564e-181,3.641664338329127e-178
5,CD3E,28.733067,2.344961,1.4745033822544147e-181,3.7949785050209285e-178
5,MALAT1,28.367086,0.5518519,5.1525748279126e-177,1.158450391679921e-173
5,IKZF1,28.365427,1.6763592,5.401260697880791e-177,1.158450391679921e-173
5,CD3G,28.237185,2.6313164,2.0450137067386356e-175,3.759514245826275e-172
5,TCF7,28.115206,2.1988647,6.385637346697506e-174,1.1205632518481996e-170
5,PRKCH,27.637512,2.2216196,3.9431534647916313e-168,6.342890944239405e-165
5,SLFN5,27.383965,2.4111316,4.2575782654332453e-165,5.870288089832709e-162
5,CD3D,27.229797,2.2601898,2.883505708071878e-163,3.710687378860764e-160
5,OXNAD1,27.145136,2.2008512,2.890013608383607e-162,3.59909243113734e-159
5,ITK,27.035995,2.32434,5.580855708900578e-161,6.528924712055022e-158
5,ETS1,26.748804,1.4626888,1.2749498030430924e-157,1.2620695409302981e-154
5,INPP4B,26.548769,2.4109526,2.653695904986518e-155,2.4392520025692743e-152
5,THEMIS,25.78391,2.5478327,1.3435834820117325e-146,1.0585792633988763e-143
5,TRAC,25.613926,2.313858,1.0673853752092095e-144,8.241495959065349e-142
5,CD247,25.251272,2.0507023,1.0966865098394266e-140,7.6979417088838e-138
5,TC2N,25.193937,2.0097978,4.667933550555914e-140,3.1615832044344144e-137
5,CD2,25.183569,2.1475399,6.063412204239805e-140,3.966457391996862e-137
5,RIPOR2,24.694082,1.3194857,1.238112568349143e-134,6.927329538215509e-132
5,PRKCQ,24.61644,2.6981273,8.423084494251221e-134,4.580022535000883e-131
5,PRKCQ-AS1,24.593431,2.5654588,1.4850799195708129e-133,7.962916024298723e-131
5,SAMHD1,24.371103,2.0593631,3.464138385548538e-131,1.8072503582768493e-128
5,IL7R,24.16974,2.9998984,4.6306231789219286e-129,2.352234716387631e-126
5,IPCEF1,23.467554,2.125366,8.75059875189091e-122,3.928204830412796e-119
5,FKBP5,23.354214,1.3741862,1.2487691383743638e-120,5.478406972281896e-118
5,SNHG5,23.31618,0.9259884,3.0384081357811246e-120,1.3179863425838888e-117
5,DGKA,23.182411,1.564339,6.851591424675498e-119,2.906731192758486e-116
5,SCML4,23.019918,1.9608927,2.9449911662076697e-117,1.1721064841506525e-114
5,PDE3B,22.56356,1.9539882,9.88367299434707e-113,3.566066164670682e-110
5,GIMAP5,22.373934,3.2145665,7.062678846547685e-111,2.4787434504529085e-108
5,SEMA4D,22.349598,1.3377749,1.2183328137216842e-110,4.237383478066607e-108
5,SERINC5,21.896362,1.5887651,2.813632881890922e-106,9.284026584468455e-104
5,DENND2D,21.813272,2.0115154,1.7360467269159345e-105,5.538993383414593e-103
5,TRAF3IP3,21.781235,1.5492818,3.4953112554659536e-105,1.106065461709169e-102
5,GIMAP1,21.686226,2.458905,2.7678833011572213e-104,8.617492155199652e-102
5,LDHB,21.561972,1.2548122,4.0881500103544534e-103,1.2330243695292501e-100
5,MLLT3,21.553694,1.802278,4.888684424297899e-103,1.4630430301119744e-100
5,MCUB,21.43134,1.4022697,6.819068834842316e-102,1.964604264462108e-99
5,ANK3,21.346699,1.8686693,4.1848373138357545e-101,1.1879399216025231e-98
5,TNFSF8,21.254913,1.8589407,2.969125895594719e-100,8.366866739075162e-98
5,PRKCA,21.241314,1.7180094,3.966314386853898e-100,1.1095908204266781e-97
5,LCP2,20.96376,1.9483522,1.4053335235668134e-97,3.741676276608303e-95
5,ENSG00000291143,20.852736,1.4891491,1.4395084728805064e-96,3.754977304326002e-94
5,PRMT2,20.81363,1.7048234,3.2572936888545327e-96,8.439669808853563e-94
5,CD96,20.770813,1.7161742,7.950064656898849e-96,2.019211816738401e-93
5,RASA3,20.494665,1.5889747,2.4022883951261465e-93,5.65504547452683e-91
5,FOS,20.384789,1.5287476,2.281979469957338e-92,5.2129052909569814e-90
5,RBMS1,20.276674,1.4715447,2.0663968662351367e-91,4.6380998498763776e-89
5,ITGA6,20.161592,1.8795625,2.129164149981468e-90,4.6439836821573193e-88
5,NOSIP,19.904186,1.6193213,3.743198239591836e-88,7.940105013059473e-86
5,ENSG00000287070,19.832474,2.053625,1.5616637756608517e-87,3.276608245824067e-85
5,ATM,19.674871,0.99808294,3.540786789581954e-86,7.232572211566185e-84
5,LINC01550,19.462868,2.6027184,2.267326658992726e-84,4.4659394386261824e-82
5,SLA,19.402897,1.5212051,7.294356309681285e-84,1.4222521196543216e-81
5,BIN2,19.392576,1.488505,8.915666357145073e-84,1.7296392732861442e-81
5,PPP1R10,19.314772,1.1545172,4.0350837687012535e-83,7.78892219872403e-81
5,ID2,19.305347,1.9158325,4.842886579361015e-83,9.301715387204543e-81
5,GIMAP2,19.27686,2.0095735,8.4024497017015e-83,1.5979555329255572e-80
5,IFITM1,19.237787,1.3738251,1.786749068911993e-82,3.364840709971532e-80
5,RPS15A,19.2006,0.2965166,3.65847192322047e-82,6.856260537274246e-80
5,CCND3,19.150578,0.9656364,9.571825773602762e-82,1.7680856737593695e-79
5,MGAT4A,18.96224,1.4574702,3.499128253397589e-80,6.225223288049186e-78
5,LCK,18.885597,1.6915075,1.498329919233209e-79,2.629296584632603e-77
5,TMSB10,18.765469,0.6158278,1.4471472843559186e-78,2.472060533621442e-76
5,TRABD2A,18.761002,1.8765439,1.574031051485457e-78,2.6652211742827876e-76
5,TPT1,18.741182,0.29676145,2.2849322522567305e-78,3.852056529721543e-76
5,PITPNC1,18.502934,1.3406178,1.955359773065732e-76,3.171790731049397e-74
5,CELF2,18.461777,0.84195584,4.1931377085348357e-76,6.7450114323206606e-74
5,NDFIP1,18.288246,1.3222754,1.0266376596119909e-74,1.6111533937796958e-72
5,RPS12,18.179394,0.34627292,7.515905443567825e-74,1.1560121336827865e-71
5,RCAN3,18.07981,1.402475,4.596638782163646e-73,7.0141437479924795e-71
5,CHD3,18.078629,1.3016998,4.696190929196476e-73,7.1378404335653216e-71
5,MAL,18.01994,1.9848216,1.3589001901771044e-72,2.0413113129174043e-70
5,RPS29,17.999186,0.30212674,1.9770792490193158e-72,2.9469931076308766e-70
5,DDIT4,17.830149,1.2441355,4.1232534493170366e-71,6.052559797122948e-69
5,ZAP70,17.725388,2.0817456,2.6706978665604076e-70,3.832898209532754e-68
5,APBA2,17.708607,2.0729105,3.5987427647291e-70,5.145669006486357e-68
5,SKAP1,17.706768,1.2531806,3.718127811555439e-70,5.2967543281516335e-68
5,TNIK,17.63688,1.3377612,1.2835481570616203e-69,1.8084912464058728e-67
5,RPS3A,17.629278,0.2565797,1.468284431461141e-69,2.0612577731268655e-67
5,RNF144A,17.609793,2.1492906,2.0720015663192583e-69,2.8877867317444506e-67
5,FGD3,17.582993,1.4923764,3.325468961327699e-69,4.585109097179184e-67
5,TECR,17.492117,1.4662304,1.6453096721382465e-68,2.2524406100201824e-66
5,GRAP2,17.47354,2.1963468,2.27905631455232e-68,3.098072115479115e-66
5,RPL30,17.406609,0.22864848,7.351215176982991e-68,9.854201844534908e-66
5,CD7,17.34686,1.6213384,2.0831854848407095e-67,2.7448279463399463e-65
5,PLAAT4,17.272322,1.5510433,7.602151530686942e-67,9.982607550806126e-65
5,GALM,17.195316,1.901009,2.878825990239533e-66,3.729528730845216e-64
5,GOLGA8B,17.179178,1.0905046,3.802638317339913e-66,4.90985467823494e-64
5,IL32,17.172218,1.9938968,4.287192738151675e-66,5.517045428302785e-64
5,STX16,16.98319,1.1754243,1.0937401982511935e-64,1.3577149226265458e-62
5,NUCB2,16.850155,1.8310521,1.0464114928804035e-63,1.258497261499715e-61
6,MARCKS,32.194534,3.1378973,2.1049802452167325e-227,8.126486734683718e-223
6,SEMA7A,30.238667,2.821753,7.353044448301329e-201,1.4193581698556055e-196
6,CYRIA,29.85396,2.606412,7.798892021831962e-196,1.0036134179828158e-191
6,CD83,28.999975,2.2528205,6.58434773102617e-185,6.354883212599908e-181
6,TNFRSF13B,28.588713,3.1884396,9.28151070002065e-180,7.166440041699945e-176
6,BCL2A1,27.37873,2.1282794,4.914593026182352e-165,3.162212972813265e-161
6,MAST4,27.104195,2.6734762,8.786879285487312e-162,4.846089452793188e-158
6,RIPK2,27.082848,2.266109,1.5680824006057875e-161,7.56717364472338e-158
6,PIKFYVE,26.507612,1.9209194,7.919121081765975e-155,3.396950983140636e-151
6,ANKRD33B,26.491964,2.3240502,1.1995903716897538e-154,4.631138588945464e-151
6,ARHGAP24,26.431799,2.2562187,5.907942278105127e-154,2.073472905350241e-150
6,HSP90AB1,26.170267,1.2073236,5.7952784774275e-151,1.8644376741630505e-147
6,TNFSF9,25.651922,2.6755621,4.024255861445756e-145,1.1097172984783919e-141
6,HSPA1A,25.581837,2.2627609,2.4299059990424473e-144,6.253930066602181e-141
6,COL4A3,24.955297,2.9017498,1.8705348396932307e-137,4.513366751324804e-134
6,CYBB,24.718216,1.8276442,6.813608489951205e-135,1.5473304080179778e-131
6,SMIM14,24.656097,1.9217677,3.1656802455532473e-134,6.789680642212704e-131
6,EBF1,24.442596,2.0804384,6.032683330410825e-132,1.2257777508096859e-128
6,PMAIP1,24.411676,1.5336007,1.2855112358621626e-131,2.4814223385847325e-128
6,SPIB,24.054815,2.3239045,7.433323761209666e-128,1.3665280815488589e-124
6,CCSER1,23.706635,2.0679057,3.080098771491051e-124,5.405013326008341e-121
6,RUBCNL,23.647291,1.9426696,1.258539162733057e-123,2.112485344194452e-120
6,UBC,23.546814,1.2597917,1.3533539849231068e-122,2.1769826642475608e-119
6,TNFRSF13C,23.465973,1.6354773,9.082086906531067e-122,1.4024921884541536e-118
6,HSPE1,23.415722,1.2780831,2.9557319625576616e-121,4.3888072364038875e-118
6,LINC01857,23.333405,2.3960044,2.0315838749748487e-120,2.801118824188536e-117
6,CMTM6,23.268919,1.4085742,9.153888591009092e-120,1.2186035273948173e-116
6,CD40,23.178976,1.788464,7.420730238937584e-119,9.549490386814145e-116
6,TANK,23.176237,1.5342233,7.908018374874768e-119,9.848288947755332e-116
6,BASP1,23.123741,1.7707443,2.6720351656377384e-118,3.2236434251440787e-115
6,SNX25,23.071066,1.5770059,9.040907837179377e-118,1.0576766301883244e-114
6,LGALS1,22.998827,1.9575884,4.7890478278369e-117,5.437822954160923e-114
6,TBC1D9,22.99066,2.17504,5.780446157645147e-117,6.375997267487101e-114
6,RHEX,22.905924,1.9229443,4.055679902467795e-116,4.3492660642964356e-113
6,RALGPS2,22.653135,1.6598998,1.2992875885699181e-113,1.355683693090007e-110
6,HSP90AA1,22.510426,1.2647852,3.281084021702399e-112,3.333408677416916e-109
6,KLF6,22.5086,1.2212151,3.419027326025952e-112,3.3844863832963563e-109
6,CR1,22.50487,1.9763798,3.7190928858882643e-112,3.5894824988150586e-109
6,RAB11FIP1,22.463192,1.470909,9.510271007577002e-112,8.954963963866286e-109
6,IER5,22.455154,1.1497829,1.1396051062918786e-111,1.0475141603215301e-108
6,BANK1,22.43166,2.3124871,1.932919035088312e-111,1.735401680665567e-108
6,CHORDC1,22.413193,1.2961661,2.9268122952211663e-111,2.568011715211553e-108
6,AP1S3,22.38882,2.1167243,5.057948317481313e-111,4.339270060992969e-108
6,JAM3,22.358294,1.9917943,1.002752939264004e-110,8.415713037657855e-108
6,FKBP4,22.352594,1.5238068,1.139291387548459e-110,9.358187937807619e-108
6,PEA15,22.200333,1.816083,3.409136806323097e-109,2.685982358059377e-106
6,HSPD1,22.188278,1.2543515,4.457259985739276e-109,3.44153958018901e-106
6,CTSH,22.080568,1.6406558,4.859317771952504e-108,3.607669651999968e-105
6,PLEKHG1,21.790184,1.6869451,2.874905330371745e-105,2.017974457896938e-102
6,HLA-A,21.663374,0.7131848,4.5469200507916255e-104,3.1346142050153836e-101
6,MIR29B2CHG,21.660135,1.5679145,4.8780451370959953e-104,3.303891413381193e-101
6,PRDM2,21.543636,1.0234175,6.074484642956334e-103,4.043302657344349e-100
6,CCDC50,21.286062,1.5964469,1.5284173409067204e-100,1.0001030485261838e-97
6,NR4A1,21.15694,1.132824,2.381847154533431e-99,1.5074359220970104e-96
6,IFI30,21.129707,1.671018,4.2416118830616946e-99,2.641155941249674e-96
6,FNBP1,21.112055,0.932281,6.1634024154110245e-99,3.776893867450127e-96
6,INPP5A,21.060535,1.4182543,1.8309299465401356e-98,1.1044512736895074e-95
6,UBALD2,21.042532,1.0853993,2.676907361654512e-98,1.589918240062063e-95
6,COBLL1,21.01791,1.6314654,4.4979959936925744e-98,2.6310550504923565e-95
6,AIM2,21.016577,2.1549916,4.626164215622958e-98,2.6656372493782075e-95
6,IFNGR2,21.002897,1.587673,6.170614394883215e-98,3.5032755783656087e-95
6,MOB3A,20.896307,1.3797756,5.785202722195869e-97,3.190621947044196e-94
6,HLA-B,20.854445,0.5908842,1.3890077531315071e-96,7.552680748928869e-94
6,ADGRE5,20.795872,1.3378574,4.7170721465881604e-96,2.4946203738518154e-93
6,SNN,20.777376,1.9103479,6.934589375433287e-96,3.6177940192969926e-93
6,SH2B3,20.724716,1.4645836,2.0734635667228165e-95,1.0673084594253474e-92
6,STIP1,20.550165,1.1174406,7.670058400492937e-94,3.8455879819406536e-91
6,PCBP3,20.501108,2.0792766,2.104488350771975e-93,1.041613811152601e-90
6,PTPN1,20.468027,1.155111,4.1509385958272745e-93,2.028495385196301e-90
6,RPL22L1,20.361237,1.1705763,3.691508338060242e-92,1.7814296362394214e-89
6,GPR183,20.34076,1.4824905,5.6056838426118455e-92,2.6717658077515175e-89
6,VPREB3,20.339788,1.5199598,5.717658722230244e-92,2.691901617444156e-89
6,REL,20.266787,0.8956293,2.5262780851269994e-91,1.1610653780287255e-88
6,CD24,20.252314,1.5591401,3.389414597554943e-91,1.5394322347436015e-88
